,All people,England,Northern Ireland,Scotland,Wales,Republic of Ireland,Other EU: Member countries in March 2001 (1),Other EU: Accession countries April 2001 to March 2011,Other countries
S01005586,816,81,12,668,4,4,20,13,14
S01005587,1055,55,13,941,1,10,15,4,16
S01005588,654,40,6,577,1,3,9,2,16
S01005589,1318,155,18,1013,4,10,23,30,65
S01005590,772,63,6,666,0,1,7,16,13
S01005591,918,52,2,847,1,1,6,2,7
S01005592,440,28,5,391,0,0,2,5,9
S01005593,765,37,5,707,1,2,3,6,4
S01005594,978,54,9,855,1,2,7,23,27
S01005595,857,29,3,802,1,1,7,8,6
S01005596,487,24,9,449,0,0,0,2,3
S01005597,1019,60,5,920,3,4,9,2,16
S01005598,1052,77,6,912,2,1,15,12,27
S01005599,636,23,3,597,1,0,6,3,3
S01005600,832,38,6,771,1,0,9,0,7
S01005601,687,28,3,650,0,1,3,1,1
S01005602,637,28,4,599,0,0,2,0,4
S01005603,775,40,9,703,1,0,7,8,7
S01005604,468,33,0,417,0,3,2,7,6
S01005605,903,47,4,823,4,2,9,9,5
S01005606,612,28,3,552,0,1,9,7,12
S01005607,628,23,3,587,0,0,2,4,9
S01005608,877,52,6,798,5,1,3,4,8
S01005609,860,50,3,765,3,0,4,3,32
S01005610,541,28,6,491,2,3,3,1,7
S01005611,711,49,3,643,1,2,6,3,4
S01005612,810,60,9,718,4,2,4,2,11
S01005613,762,35,5,695,2,5,6,1,13
S01005614,750,45,5,680,2,0,4,2,12
S01005615,946,46,8,872,1,4,1,9,5
S01005616,668,35,4,596,2,4,6,6,15
S01005617,782,29,8,714,1,3,6,7,14
S01005618,612,30,8,558,0,1,4,2,9
S01005619,550,41,6,480,0,0,10,1,12
S01005620,493,26,3,447,2,2,3,2,8
S01005621,677,46,6,590,3,0,3,11,18
S01005622,874,46,6,801,0,0,5,5,11
S01005623,734,41,8,667,1,0,7,0,10
S01005624,860,55,12,749,3,3,7,1,30
S01005625,865,62,8,767,7,0,4,3,14
S01005626,823,55,5,730,0,2,9,0,22
S01005627,625,39,8,563,3,2,2,1,7
S01005628,1128,69,8,1028,1,6,7,0,9
S01005629,775,61,12,676,4,5,2,0,15
S01005630,516,28,3,445,3,7,3,3,24
S01005631,701,62,8,613,1,1,7,2,7
S01005632,515,41,5,446,1,5,4,1,12
S01005633,757,55,8,672,1,1,5,0,15
S01005634,714,66,8,613,6,4,2,1,14
S01005635,826,73,9,712,7,1,5,2,17
S01005636,787,43,9,713,1,3,8,0,10
S01005637,1064,55,13,971,5,2,4,2,12
S01005638,927,84,9,780,6,7,9,2,30
S01005639,717,31,8,670,0,1,4,0,3
S01005640,694,59,9,594,2,3,5,6,16
S01005641,1066,64,8,971,3,6,3,1,10
S01005642,806,80,9,682,2,2,7,0,24
S01005643,617,56,11,530,2,4,6,0,8
S01005644,630,91,8,502,3,0,7,0,19
S01005645,824,79,7,697,3,4,12,2,20
S01005646,716,72,6,580,2,5,11,8,32
S01005647,779,64,13,672,6,4,6,0,14
S01005648,943,77,8,834,4,1,5,4,10
S01005649,1032,88,13,881,4,4,15,12,15
S01005650,545,25,4,490,1,3,8,0,14
S01005651,747,58,10,654,2,5,6,1,11
S01005652,686,61,7,587,4,3,2,0,22
S01005653,824,51,8,739,1,1,6,7,11
S01005654,757,50,4,680,1,2,3,4,13
S01005655,1058,103,12,909,3,4,9,1,17
S01005656,767,65,5,661,0,3,12,3,18
S01005657,562,24,2,525,2,1,4,3,1
S01005658,815,74,7,695,3,8,5,4,19
S01005659,905,66,12,814,1,1,3,0,8
S01005660,577,42,4,505,1,4,6,5,10
S01005661,611,55,3,531,1,1,6,0,14
S01005662,545,63,3,465,1,2,4,0,7
S01005663,636,56,3,554,3,3,2,6,9
S01005664,541,40,11,472,1,2,2,8,5
S01005665,458,38,5,399,2,0,3,2,9
S01005666,1329,94,17,1191,2,1,7,0,17
S01005667,746,92,13,618,2,2,5,0,14
S01005668,807,66,7,706,3,3,11,3,8
S01005669,509,93,3,396,2,1,7,2,5
S01005670,756,129,4,591,7,0,7,6,12
S01005671,520,62,3,425,4,1,5,5,15
S01005672,848,40,0,793,2,1,4,3,5
S01005673,657,95,7,526,2,2,6,7,12
S01005674,872,54,4,794,2,2,6,3,7
S01005675,944,73,2,838,2,2,3,9,15
S01005676,844,33,6,793,1,1,4,1,5
S01005677,838,142,9,645,9,0,8,0,25
S01005678,886,116,8,739,3,1,4,0,15
S01005679,1105,99,9,965,4,0,3,4,21
S01005680,830,62,9,735,2,1,2,5,14
S01005681,994,133,9,796,9,7,7,6,27
S01005682,774,92,10,635,3,4,5,4,21
S01005683,804,25,1,744,1,1,3,2,27
S01005684,1178,54,3,1076,3,7,6,5,24
S01005685,861,61,1,601,3,1,5,13,176
S01005686,826,70,8,720,2,2,3,4,17
S01005687,726,63,7,629,1,10,5,2,9
S01005688,972,67,4,870,4,5,6,2,14
S01005689,509,57,4,423,5,1,3,5,11
S01005690,770,84,8,651,1,4,4,2,16
S01005691,679,64,5,587,3,3,2,0,15
S01005692,718,95,8,582,5,4,4,3,17
S01005693,1670,143,8,1461,5,8,8,0,37
S01005694,554,18,1,525,0,2,7,0,1
S01005695,526,27,13,475,0,1,2,1,7
S01005696,674,42,2,605,0,1,6,4,14
S01005697,649,24,2,612,0,0,1,1,9
S01005698,587,35,6,535,2,2,1,0,6
S01005699,823,66,7,732,3,3,1,4,7
S01005700,573,34,5,523,4,0,2,0,5
S01005701,760,49,4,686,5,1,5,1,9
S01005702,685,45,5,605,3,1,7,2,17
S01005703,580,33,4,529,0,2,4,0,8
S01005704,649,15,4,601,1,1,9,6,12
S01005705,923,97,7,776,3,6,6,1,27
S01005706,746,59,4,650,4,9,5,0,15
S01005707,546,42,2,478,1,2,7,3,11
S01005708,715,31,3,668,0,0,4,1,8
S01005709,779,34,5,726,3,0,2,0,9
S01005710,465,29,2,418,1,1,7,0,7
S01005711,949,79,13,821,2,8,9,1,16
S01005712,524,15,4,499,1,2,1,0,2
S01005713,578,43,4,514,1,3,4,1,8
S01005714,1262,61,5,1162,9,2,10,0,13
S01005715,732,35,2,674,1,4,9,0,7
S01005716,538,61,5,461,2,1,3,1,4
S01005717,478,33,1,430,1,1,2,4,6
S01005718,791,83,1,661,2,2,13,3,26
S01005719,487,46,5,426,2,0,1,0,7
S01005720,766,73,8,646,7,2,4,1,25
S01005721,747,39,0,675,9,3,10,0,11
S01005722,532,41,7,472,0,1,0,0,11
S01005723,754,60,4,673,1,5,7,0,4
S01005724,609,60,12,514,1,6,3,2,11
S01005725,739,78,6,639,3,0,4,1,8
S01005726,1085,95,10,959,4,2,7,0,8
S01005727,1346,86,10,1200,4,5,13,8,20
S01005728,835,25,2,790,1,0,1,0,16
S01005729,583,21,0,552,0,2,6,0,2
S01005730,689,38,5,629,1,3,4,2,7
S01005731,791,37,3,724,3,2,6,4,12
S01005732,833,50,1,750,3,4,5,6,14
S01005733,772,69,1,667,9,0,6,4,16
S01005734,674,50,4,606,2,1,3,3,5
S01005735,727,37,2,682,1,0,1,0,4
S01005736,766,31,0,720,2,1,4,1,7
S01005737,749,44,3,694,2,1,3,0,2
S01005738,885,45,3,818,5,1,3,0,10
S01005739,941,106,13,796,7,4,4,5,6
S01005740,753,148,6,570,1,2,6,4,16
S01005741,1045,76,10,930,7,9,5,0,8
S01005742,964,53,6,879,1,7,9,1,8
S01005743,1191,66,7,1097,3,1,4,2,11
S01005744,931,32,1,884,0,1,4,4,5
S01005745,1132,60,5,1049,1,0,2,4,11
S01005746,834,40,5,761,0,1,8,1,18
S01005747,804,32,3,756,0,3,2,0,8
S01005748,663,28,4,625,1,0,0,0,5
S01005749,748,42,6,677,3,3,3,0,14
S01005750,756,55,5,661,2,2,4,0,27
S01005751,737,31,2,691,0,2,3,1,7
S01005752,641,11,4,619,1,0,1,0,5
S01005753,668,26,8,623,4,0,2,0,5
S01005754,1032,46,3,962,1,2,2,2,14
S01005755,717,13,3,694,1,1,1,0,4
S01005756,834,26,3,799,2,1,1,1,1
S01005757,582,18,4,552,0,0,1,1,6
S01005758,801,22,2,771,1,0,0,1,4
S01005759,766,21,4,725,1,1,0,6,8
S01005760,610,20,2,572,1,0,4,2,9
S01005761,669,29,6,621,1,0,4,0,8
S01005762,650,14,4,626,2,0,2,0,2
S01005763,2510,143,18,2239,2,3,13,4,88
S01005764,580,16,4,547,1,0,2,4,6
S01005765,949,41,2,888,5,0,2,0,11
S01005766,660,26,3,610,1,1,6,0,13
S01005767,692,36,1,633,0,1,4,0,17
S01005768,844,30,5,792,0,3,3,3,8
S01005769,761,22,3,720,1,0,4,1,10
S01005770,588,18,3,551,1,1,6,0,8
S01005771,722,19,2,689,1,0,1,4,6
S01005772,696,23,2,662,1,1,1,1,5
S01005773,889,28,1,835,0,3,5,0,17
S01005774,664,21,3,623,1,2,3,2,9
S01005775,732,29,4,690,1,1,1,2,4
S01005776,691,28,3,651,2,1,1,0,5
S01005777,515,23,2,484,0,2,3,0,1
S01005778,650,22,1,616,3,1,2,3,2
S01005779,767,57,0,686,3,0,9,0,12
S01005780,1456,82,6,1306,4,3,7,2,46
S01005781,946,21,7,897,2,2,1,6,10
S01005782,821,23,2,789,1,3,2,0,1
S01005783,529,27,2,489,2,0,4,1,4
S01005784,742,35,1,687,3,2,0,0,14
S01005785,731,34,4,683,2,0,0,0,8
S01005786,579,29,4,529,1,0,7,1,8
S01005787,754,29,4,692,2,4,7,0,16
S01005788,542,19,2,510,0,0,2,0,9
S01005789,795,39,3,732,3,3,3,4,8
S01005790,493,28,4,451,3,0,1,1,5
S01005791,470,21,2,442,1,0,1,0,3
S01005792,833,39,5,765,1,0,3,2,18
S01005793,502,24,3,465,0,1,6,0,3
S01005794,938,27,3,885,3,0,5,1,14
S01005795,660,20,3,596,1,2,5,10,23
S01005796,1132,63,12,1018,1,3,11,3,21
S01005797,1066,31,3,1003,3,1,2,3,20
S01005798,618,23,2,568,2,1,9,7,6
S01005799,688,19,2,641,1,0,4,5,16
S01005800,616,17,0,586,1,3,2,1,6
S01005801,651,21,1,606,0,1,7,8,7
S01005802,862,92,17,738,5,1,8,0,1
S01005803,797,25,1,746,0,6,4,0,15
S01005804,3934,209,12,3525,7,7,20,19,135
S01005805,606,18,0,568,1,0,1,0,18
S01005806,788,40,3,732,0,1,4,2,6
S01005807,808,28,5,759,3,2,2,0,9
S01005808,719,18,2,681,0,2,4,2,10
S01005809,669,30,3,605,1,5,5,1,19
S01005810,487,18,0,460,0,3,3,0,3
S01005811,522,8,0,504,0,0,0,2,8
S01005812,572,19,3,537,2,1,1,0,9
S01005813,790,33,4,733,0,2,6,1,11
S01005814,772,21,0,742,0,0,4,2,3
S01005815,1022,37,5,963,0,3,1,2,11
S01005816,1055,39,2,980,0,3,3,4,24
S01005817,521,29,3,476,3,1,2,0,7
S01005818,780,30,4,705,1,3,2,1,34
S01005819,687,10,3,664,0,2,2,4,2
S01005820,668,20,0,629,1,5,2,1,10
S01005821,479,20,3,428,2,1,4,0,21
S01005822,820,32,2,758,0,3,3,2,20
S01005823,602,23,1,562,1,1,4,2,8
S01005824,681,26,2,642,0,1,5,1,4
S01005825,642,19,2,599,0,4,1,3,14
S01005826,898,31,1,839,0,2,0,0,25
S01005827,685,34,3,625,2,1,1,2,17
S01005828,748,23,3,680,2,3,6,0,31
S01005829,745,25,5,694,1,1,5,3,11
S01005830,840,37,2,776,1,2,6,10,6
S01005831,1139,56,8,1046,3,1,5,3,17
S01005832,723,25,2,679,2,0,1,5,9
S01005833,640,20,3,598,0,2,5,5,7
S01005834,602,18,3,554,1,3,1,0,22
S01005835,667,28,7,614,0,0,3,2,13
S01005836,649,26,3,588,0,3,2,0,27
S01005837,485,16,1,451,0,2,3,4,8
S01005838,688,22,2,646,1,3,4,7,3
S01005839,783,30,4,730,1,3,0,0,15
S01005840,836,34,3,768,0,1,8,3,19
S01005841,628,38,2,554,2,4,9,2,17
S01005842,506,21,1,468,0,3,1,4,8
S01005843,637,73,1,546,2,1,4,0,10
S01005844,706,21,1,662,1,1,1,9,10
S01005845,482,21,2,446,1,0,1,3,8
S01005846,871,34,1,797,1,0,5,5,28
S01005847,786,26,1,734,2,4,4,3,12
S01005848,556,10,1,537,0,0,1,3,4
S01005849,838,24,4,783,2,0,3,3,19
S01005850,777,56,5,708,0,1,5,1,1
S01005851,689,24,1,646,0,0,6,3,9
S01005852,500,17,1,468,0,1,2,5,6
S01005853,994,43,2,899,1,2,12,2,33
S01005854,797,16,1,756,1,3,4,8,8
S01005855,821,27,3,772,1,0,7,3,8
S01005856,733,23,0,681,1,4,3,2,19
S01005857,701,13,1,667,2,3,2,4,9
S01005858,678,20,0,646,0,0,3,1,8
S01005859,697,21,0,655,2,4,0,4,11
S01005860,746,22,5,700,2,2,5,0,10
S01005861,865,45,4,781,1,10,5,0,19
S01005862,772,30,1,715,1,3,2,12,8
S01005863,1574,87,7,1391,4,4,5,8,68
S01005864,883,32,1,804,5,1,6,7,27
S01005865,792,26,3,744,2,1,4,4,8
S01005866,810,35,4,742,1,1,5,0,22
S01005867,959,64,0,855,3,4,5,5,23
S01005868,717,26,4,665,0,2,4,1,15
S01005869,708,19,0,667,2,0,1,12,7
S01005870,708,27,3,653,5,5,5,0,10
S01005871,658,23,3,609,0,0,5,2,16
S01005872,749,39,0,691,1,3,6,0,9
S01005873,962,35,5,886,4,1,3,5,23
S01005874,814,28,2,743,1,2,2,21,15
S01005875,800,21,2,739,0,0,6,10,22
S01005876,857,37,0,789,1,1,4,0,25
S01005877,887,29,2,820,4,3,9,0,20
S01005878,555,23,0,519,2,1,0,0,10
S01005879,644,18,2,597,2,2,3,12,8
S01005880,742,22,1,689,2,1,0,2,25
S01005881,788,34,1,726,0,1,6,11,9
S01005882,1554,75,11,1379,4,12,11,1,61
S01005883,455,25,4,413,2,0,0,9,2
S01005884,727,30,1,670,0,4,2,2,18
S01005885,581,29,1,542,0,1,5,1,2
S01005886,689,30,4,617,1,0,8,9,20
S01005887,490,20,0,461,0,0,3,5,1
S01005888,612,28,1,561,1,3,6,1,11
S01005889,863,51,3,766,0,6,3,4,30
S01005890,675,28,6,621,1,1,2,1,15
S01005891,615,25,0,565,1,2,2,7,13
S01005892,688,25,1,645,1,2,6,2,6
S01005893,705,26,0,647,2,3,4,11,12
S01005894,726,45,3,644,2,3,5,0,24
S01005895,571,25,0,521,0,3,7,1,14
S01005896,704,25,2,642,0,2,3,4,26
S01005897,728,32,1,656,1,4,5,6,23
S01005898,692,28,5,630,1,3,2,4,19
S01005899,696,19,3,633,0,0,4,7,30
S01005900,598,34,4,545,0,3,1,3,8
S01005901,751,28,4,691,0,5,0,6,17
S01005902,842,50,0,754,0,1,11,6,20
S01005903,967,53,1,870,0,5,7,0,31
S01005904,1012,39,0,944,3,2,10,3,11
S01005905,772,43,3,696,1,2,4,9,14
S01005906,831,27,3,770,1,1,5,13,11
S01005907,728,29,3,658,3,4,10,4,17
S01005908,881,32,0,778,2,5,16,15,33
S01005909,512,18,2,475,1,3,2,0,11
S01005910,691,34,2,624,3,0,3,2,23
S01005911,1349,69,5,1207,1,1,10,6,50
S01005912,803,43,2,746,1,2,2,1,6
S01005913,829,35,3,770,0,1,2,5,13
S01005914,945,32,4,861,4,2,5,17,20
S01005915,673,14,3,646,0,2,2,0,6
S01005916,749,41,1,662,3,1,5,0,36
S01005917,876,26,2,782,1,3,2,53,7
S01005918,882,30,1,824,2,6,4,8,7
S01005919,525,20,6,486,2,0,3,3,5
S01005920,858,25,6,800,1,3,9,1,13
S01005921,655,24,2,608,0,1,4,4,12
S01005922,900,43,1,824,1,3,5,2,21
S01005923,689,28,2,634,1,2,4,4,14
S01005924,651,26,1,594,0,1,1,0,28
S01005925,698,25,6,637,1,2,1,2,24
S01005926,989,35,4,883,2,4,7,24,30
S01005927,720,24,2,672,2,1,6,7,6
S01005928,788,15,0,702,3,0,13,48,7
S01005929,764,34,5,697,1,2,7,6,12
S01005930,1060,39,6,986,0,4,6,3,16
S01005931,748,28,0,700,0,4,5,2,9
S01005932,614,13,2,575,1,0,1,6,16
S01005933,861,28,2,787,5,5,7,0,27
S01005934,699,26,1,664,0,2,2,1,3
S01005935,610,23,0,562,2,1,2,0,20
S01005936,817,16,0,772,0,4,1,15,9
S01005937,609,33,2,550,3,3,4,0,14
S01005938,745,26,1,691,1,2,5,5,14
S01005939,698,23,3,649,0,1,2,10,10
S01005940,778,40,2,660,0,1,7,16,52
S01005941,453,18,2,404,2,2,1,0,24
S01005942,879,39,3,819,1,1,6,1,9
S01005943,811,22,1,755,0,2,7,8,16
S01005944,957,29,2,880,2,1,12,16,15
S01005945,816,24,3,762,2,0,4,2,19
S01005946,859,34,1,800,1,1,1,8,13
S01005947,733,27,0,666,2,1,2,25,10
S01005948,832,22,1,786,0,2,1,0,20
S01005949,622,40,0,573,0,1,0,6,2
S01005950,529,16,4,498,0,1,2,5,3
S01005951,1242,49,13,1080,2,4,12,68,14
S01005952,1163,39,8,976,3,3,14,51,69
S01005953,1255,28,6,1194,2,0,1,11,13
S01005954,496,13,0,473,0,0,2,0,8
S01005955,700,31,6,591,0,4,3,15,50
S01005956,738,20,3,700,3,2,5,0,5
S01005957,1052,39,1,973,2,4,5,16,12
S01005958,538,21,5,503,1,2,3,1,2
S01005959,524,16,2,491,0,0,3,5,7
S01005960,496,18,1,465,0,3,1,2,6
S01005961,1190,45,4,1099,1,0,3,12,26
S01005962,461,6,0,443,0,2,6,1,3
S01005963,608,12,4,565,0,3,4,4,16
S01005964,722,13,3,698,1,1,4,0,2
S01005965,948,26,2,873,1,4,2,13,27
S01005966,1383,65,4,1210,2,8,10,30,54
S01005967,1008,28,0,945,1,6,3,13,12
S01005968,1209,61,7,1090,1,5,10,3,32
S01005969,708,13,2,670,1,2,2,1,17
S01005970,754,9,4,717,1,3,2,2,16
S01005971,402,2,1,392,0,1,0,0,6
S01005972,705,26,1,661,3,3,1,1,9
S01005973,839,19,1,793,3,3,3,6,11
S01005974,764,26,0,726,0,0,3,3,6
S01005975,685,15,0,661,0,2,2,0,5
S01005976,778,37,5,679,2,2,18,4,31
S01005977,720,13,5,679,0,4,7,0,12
S01005978,720,43,2,641,3,0,4,0,27
S01005979,853,25,1,805,0,3,3,0,16
S01005980,568,20,3,542,2,0,0,0,1
S01005981,875,42,6,788,3,8,3,1,24
S01005982,717,17,3,678,0,3,5,1,10
S01005983,831,26,1,786,1,5,1,3,8
S01005984,894,50,7,794,3,9,11,0,20
S01005985,764,35,4,703,3,6,2,2,9
S01005986,1038,79,7,888,0,5,5,3,51
S01005987,548,7,3,525,0,3,4,1,5
S01005988,546,17,0,512,1,2,4,2,8
S01005989,675,21,2,632,2,5,2,1,10
S01005990,1408,44,3,1282,4,4,7,25,39
S01005991,690,20,1,650,0,1,4,0,14
S01005992,561,13,4,519,0,3,3,2,17
S01005993,666,13,1,638,0,2,4,0,8
S01005994,912,27,2,859,1,2,10,6,5
S01005995,634,13,2,604,0,4,5,0,6
S01005996,836,30,5,774,0,2,4,1,20
S01005997,603,13,0,578,1,2,1,1,7
S01005998,660,15,0,620,0,1,3,10,11
S01005999,1375,56,3,1246,5,10,5,4,46
S01006000,746,16,0,701,1,1,6,5,16
S01006001,734,23,2,673,1,6,4,7,18
S01006002,531,16,2,499,0,2,4,2,6
S01006003,630,17,4,588,0,4,0,6,11
S01006004,1458,68,10,1292,4,3,7,8,66
S01006005,544,10,0,523,1,2,1,0,7
S01006006,766,47,7,671,0,7,6,3,25
S01006007,446,17,2,408,0,1,10,3,5
S01006008,714,9,3,681,0,3,4,7,7
S01006009,475,19,0,440,1,0,4,3,8
S01006010,979,62,7,864,1,6,9,6,24
S01006011,778,10,2,737,2,2,2,10,13
S01006012,755,20,1,723,0,2,2,4,3
S01006013,587,26,1,526,0,7,6,0,21
S01006014,675,19,3,637,2,2,2,0,10
S01006015,734,26,2,681,0,9,7,1,8
S01006016,927,26,2,873,1,4,0,3,18
S01006017,1269,32,4,1215,1,1,5,0,11
S01006018,908,36,2,825,0,3,0,4,38
S01006019,1334,38,3,1229,0,0,9,9,46
S01006020,826,37,6,754,3,6,6,1,13
S01006021,1059,38,10,991,4,2,4,1,9
S01006022,573,14,2,524,0,2,7,11,13
S01006023,697,36,4,618,1,8,12,4,14
S01006024,801,30,7,734,0,4,2,3,21
S01006025,879,25,1,817,1,5,4,7,19
S01006026,726,8,2,704,0,3,2,3,4
S01006027,729,30,6,670,1,1,9,3,9
S01006028,618,33,0,559,2,0,1,0,23
S01006029,685,37,3,627,2,2,3,0,11
S01006030,892,45,5,809,1,6,5,0,21
S01006031,1456,65,8,1301,4,7,8,22,41
S01006032,898,34,1,840,3,3,4,2,11
S01006033,1159,31,5,1067,0,4,5,14,33
S01006034,1784,64,2,1626,2,5,4,17,64
S01006035,915,32,3,854,0,8,5,0,13
S01006036,2362,113,4,2058,4,8,7,2,166
S01006037,815,23,3,735,1,12,2,1,38
S01006038,864,28,5,795,0,6,6,0,24
S01006039,770,33,3,705,2,3,10,0,14
S01006040,865,35,1,801,0,1,3,1,23
S01006041,926,35,5,863,0,6,1,3,13
S01006042,803,14,3,764,1,1,4,0,16
S01006043,547,9,0,527,1,2,1,0,7
S01006044,1067,49,2,983,0,11,9,3,10
S01006045,666,34,4,606,1,4,2,0,15
S01006046,726,30,4,627,0,4,5,7,49
S01006047,710,15,3,677,1,1,2,2,9
S01006048,696,20,5,640,1,6,2,2,20
S01006049,779,18,3,739,1,2,6,1,9
S01006050,749,16,1,685,0,8,3,4,32
S01006051,801,20,3,734,0,9,1,2,32
S01006052,797,32,7,735,0,4,5,1,13
S01006053,772,20,2,726,2,1,2,1,18
S01006054,791,35,2,700,3,6,7,0,38
S01006055,642,31,5,574,1,6,1,4,20
S01006056,884,47,5,808,1,3,7,1,12
S01006057,494,6,4,445,2,5,2,0,30
S01006058,720,9,0,692,2,8,0,4,5
S01006059,859,20,3,824,0,3,3,0,6
S01006060,667,24,1,619,1,2,7,1,12
S01006061,484,17,4,426,4,4,2,16,11
S01006062,681,21,7,614,2,5,0,13,19
S01006063,546,11,2,509,1,0,2,3,18
S01006064,696,15,6,653,0,3,1,3,15
S01006065,775,29,1,705,0,2,0,6,32
S01006066,1014,37,5,900,2,2,4,10,54
S01006067,933,94,5,768,6,2,9,5,44
S01006068,582,62,9,475,5,3,6,3,19
S01006069,827,129,10,649,8,3,4,3,21
S01006070,673,111,6,524,6,2,10,0,14
S01006071,926,152,6,727,9,7,10,0,15
S01006072,625,75,4,499,3,4,14,5,21
S01006073,447,55,3,368,4,0,7,0,10
S01006074,700,113,4,541,6,4,9,5,18
S01006075,1013,56,8,912,5,1,8,1,22
S01006076,1012,59,9,931,2,3,2,0,6
S01006077,1217,62,10,1091,6,4,7,9,28
S01006078,1442,145,12,1197,5,5,24,9,45
S01006079,710,39,1,650,1,1,3,3,12
S01006080,1007,100,14,854,4,2,4,3,26
S01006081,715,95,8,562,4,3,11,5,27
S01006082,895,30,1,849,0,1,2,5,7
S01006083,1038,114,10,871,6,8,11,2,16
S01006084,880,36,1,809,1,0,5,1,27
S01006085,754,39,6,669,2,4,6,6,22
S01006086,923,40,5,851,1,1,4,12,9
S01006087,738,29,5,683,1,2,4,0,14
S01006088,757,37,3,693,4,3,6,1,10
S01006089,712,55,2,622,1,1,7,4,20
S01006090,825,39,4,744,2,2,6,7,21
S01006091,897,141,8,705,5,5,9,3,21
S01006092,564,22,4,516,3,1,5,9,4
S01006093,760,31,2,683,1,0,5,5,33
S01006094,838,36,4,783,1,0,4,0,10
S01006095,896,66,7,798,3,4,6,2,10
S01006096,602,31,2,549,1,1,4,8,6
S01006097,963,44,1,890,2,2,8,5,11
S01006098,669,37,6,578,1,3,4,13,27
S01006099,561,49,2,477,2,2,3,0,26
S01006100,431,27,0,386,0,1,2,3,12
S01006101,614,33,3,552,2,1,4,4,15
S01006102,833,49,3,740,1,1,3,15,21
S01006103,628,46,5,546,1,6,5,3,16
S01006104,726,55,4,625,3,0,5,8,26
S01006105,905,50,7,800,3,2,5,5,33
S01006106,835,34,3,759,2,2,5,13,17
S01006107,662,31,3,614,1,1,4,3,5
S01006108,872,42,4,805,0,1,6,5,9
S01006109,871,94,6,721,6,2,13,9,20
S01006110,767,35,4,714,1,4,0,3,6
S01006111,972,62,5,861,1,2,5,10,26
S01006112,680,48,7,581,0,1,5,5,33
S01006113,899,112,5,739,6,6,7,4,20
S01006114,702,44,4,623,3,1,6,5,16
S01006115,776,103,11,590,2,5,16,2,47
S01006116,841,115,10,672,6,3,8,1,26
S01006117,846,65,7,735,7,2,5,9,16
S01006118,629,84,2,511,5,2,5,0,20
S01006119,1147,198,21,814,6,13,19,5,71
S01006120,1123,127,30,728,5,7,29,48,149
S01006121,548,55,13,435,2,1,7,7,28
S01006122,1016,128,5,833,5,2,6,11,26
S01006123,765,87,15,499,0,3,28,30,103
S01006124,705,85,16,510,2,3,16,27,46
S01006125,934,95,17,666,2,10,15,27,102
S01006126,877,133,20,456,4,4,34,44,182
S01006127,749,105,10,493,1,9,24,26,81
S01006128,895,146,24,519,0,3,32,57,114
S01006129,732,100,12,586,4,3,8,1,18
S01006130,440,12,1,421,0,0,3,1,2
S01006131,953,160,12,733,3,4,11,5,25
S01006132,790,40,3,707,1,0,7,11,21
S01006133,620,108,10,481,4,2,9,0,6
S01006134,496,59,5,397,2,1,8,7,17
S01006135,532,23,5,458,2,4,5,12,23
S01006136,1133,64,5,987,0,1,13,14,49
S01006137,988,88,8,667,5,6,52,21,141
S01006138,616,66,11,510,2,3,7,2,15
S01006139,413,15,0,381,0,0,2,11,4
S01006140,809,111,5,598,3,2,13,22,55
S01006141,1996,227,16,1604,8,9,23,23,86
S01006142,620,68,3,517,2,3,6,5,16
S01006143,658,113,12,481,2,7,8,5,30
S01006144,971,105,5,787,5,5,11,14,39
S01006145,1065,111,3,728,7,9,27,5,175
S01006146,828,141,4,575,3,5,21,10,69
S01006147,772,111,11,530,4,3,7,14,92
S01006148,800,86,14,647,0,1,10,7,35
S01006149,1090,152,13,843,3,6,16,15,42
S01006150,1012,183,8,748,7,10,14,15,27
S01006151,1999,365,67,1065,9,17,132,42,302
S01006152,712,159,9,482,11,0,11,2,38
S01006153,584,102,2,441,3,0,6,9,21
S01006154,842,150,9,639,10,0,9,2,23
S01006155,784,73,4,668,2,3,10,0,24
S01006156,598,84,2,497,1,0,7,1,6
S01006157,747,98,10,588,11,5,6,0,29
S01006158,880,185,17,625,4,3,5,0,41
S01006159,821,168,11,565,5,3,14,11,44
S01006160,808,147,5,600,6,7,14,2,27
S01006161,753,122,9,583,2,1,6,4,26
S01006162,628,95,11,507,1,1,1,2,10
S01006163,741,136,4,537,5,3,10,32,14
S01006164,596,89,6,479,2,0,6,0,14
S01006165,901,173,9,618,7,4,36,1,53
S01006166,864,147,12,668,5,5,5,3,19
S01006167,1687,353,23,1224,6,10,19,3,49
S01006168,1044,142,8,841,5,10,11,13,14
S01006169,710,132,4,543,1,0,4,0,26
S01006170,896,180,9,643,8,5,14,14,23
S01006171,869,123,6,682,4,4,16,10,24
S01006172,471,68,3,370,3,1,3,5,18
S01006173,622,162,2,394,5,2,17,27,13
S01006174,611,126,3,370,8,7,12,59,26
S01006175,753,230,12,477,5,1,6,4,18
S01006176,643,125,3,457,5,2,9,13,29
S01006177,598,23,2,456,0,7,7,90,13
S01006178,798,19,4,744,3,14,2,6,6
S01006179,719,20,4,668,2,11,3,7,4
S01006180,774,16,6,722,0,2,2,8,18
S01006181,743,18,1,700,2,10,3,2,7
S01006182,624,18,3,575,1,4,3,4,16
S01006183,853,24,3,784,2,13,6,9,12
S01006184,745,13,3,697,1,16,2,3,10
S01006185,928,21,6,866,1,6,2,11,15
